200	0.00447
201	0.004313
202	0.004378
203	0.004444
204	0.004505
205	0.00492
206	0.004644
207	0.004722
208	0.005459
209	0.004803
210	0.004928
211	0.005005
212	0.005104
213	0.005354
214	0.005262
215	0.005385
216	0.005413
217	0.005502
218	0.005575
219	0.005659
220	0.005639
221	0.005715
222	0.005894
223	0.005916
224	0.008429
225	0.006014
226	0.006093
227	0.006128
228	0.006309
229	0.00646
230	0.00643
231	0.00652
232	0.006898
233	0.006757
234	0.00702
235	0.00686
236	0.006923
237	0.007106
238	0.007183
239	0.007688
240	0.00855
241	0.007834
242	0.007534
243	0.008126
244	0.007655
245	0.008325
246	0.007908
247	0.007982
248	0.008042
249	0.008315
250	0.008241
251	0.008406
252	0.008671
253	0.008665
254	0.008748
255	0.008814
256	0.031632
257	0.009199
258	0.009227
259	0.009518
260	0.010121
261	0.009691
262	0.009766
263	0.009981
264	0.010021
265	0.010006
266	0.010125
267	0.010338
268	0.010168
269	0.010393
270	0.01048
271	0.011326
272	0.013818
273	0.011664
274	0.011157
275	0.011273
276	0.011539
277	0.011349
278	0.011462
279	0.012442
280	0.012113
281	0.012163
282	0.012265
283	0.012336
284	0.012396
285	0.012509
286	0.012597
287	0.012878
288	0.018461
289	0.013318
290	0.0133
291	0.01338
292	0.013344
293	0.013845
294	0.013914
295	0.014027
296	0.014177
297	0.014133
298	0.014473
299	0.014487
