200	1.43962	1.43962
201	1.50093	1.46132
202	1.51357	1.48324
203	1.59072	1.50538
204	1.60131	1.52773
205	1.59176	1.55031
206	1.62596	1.57311
207	1.63132	1.59613
208	1.71204	1.61937
209	1.67102	1.64284
210	1.73264	1.66654
211	1.78117	1.69046
212	1.80945	1.71461
213	1.79547	1.73898
214	1.7816	1.76359
215	1.78893	1.78843
216	1.8087	1.8135
217	1.8411	1.83881
218	1.87296	1.86434
219	1.92028	1.89012
220	1.92743	1.91613
221	2.00318	1.94238
222	1.95693	1.96886
223	2.01817	1.99559
224	2.22758	2.02256
225	2.11493	2.04977
226	2.1134	2.07722
227	2.1508	2.10491
228	2.17837	2.13285
229	2.20858	2.16104
230	2.36391	2.18948
231	2.22437	2.21816
232	2.30482	2.24709
233	2.30474	2.27627
234	2.34711	2.30571
235	2.38438	2.33539
236	2.40458	2.36534
237	2.44853	2.39553
238	2.49819	2.42598
239	2.53316	2.45669
240	2.54391	2.48766
241	2.61185	2.51888
242	2.61094	2.55037
243	2.65766	2.58211
244	2.74602	2.61412
245	2.75343	2.6464
246	2.81587	2.67893
247	2.79572	2.71174
248	2.86802	2.74481
249	2.94737	2.77814
250	3.00327	2.81175
251	2.97468	2.84563
252	3.11811	2.87977
253	2.98032	2.91419
254	3.03213	2.94888
255	3.11476	2.98385
256	4.23958	3.01909
257	3.18628	3.05461
258	3.22643	3.09041
259	3.23624	3.12648
