200	0.304223
201	0.310062
202	0.313084
203	0.317244
204	0.323071
205	0.383793
206	0.330829
207	0.341316
208	0.366727
209	0.348704
210	0.387257
211	0.356498
212	0.359454
213	0.365173
214	0.368729
215	0.374688
216	0.339013
217	0.386147
218	0.390196
219	0.401464
220	0.401593
221	0.406433
222	0.411515
223	0.418625
224	0.505119
225	0.429174
226	0.434512
227	0.444276
228	0.44493
229	0.401356
230	0.455292
231	0.415148
232	0.416091
233	0.483436
234	0.480813
235	0.483878
236	0.492819
237	0.499456
238	0.5039
239	0.545231
240	0.501799
241	0.560291
242	0.530479
243	0.538903
244	0.543347
245	0.560911
246	0.55796
247	0.631625
248	0.570106
249	0.587166
250	0.585225
251	0.605857
252	0.596884
253	0.619251
254	0.612237
255	0.621609
256	1.45295
257	0.639012
258	0.645403
259	0.66261
