0.001	0.000999	0.998	0.000999
0.011747	0.011609	0.97661	0.01161
0.020941	0.020505	0.95865	0.020507
0.029824	0.028944	0.94154	0.028947
0.038573	0.037108	0.92491	0.037113
0.047251	0.045064	0.90863	0.045071
0.055891	0.052845	0.89264	0.052853
0.06451	0.06047	0.8769	0.06048
0.073118	0.067951	0.86138	0.067962
0.081723	0.075298	0.84607	0.07531
0.090332	0.082515	0.83095	0.08253
0.098947	0.08961	0.81601	0.089626
0.10757	0.096585	0.80126	0.096602
0.11621	0.10344	0.78667	0.10346
0.12487	0.11019	0.77225	0.11021
0.13354	0.11683	0.75799	0.11685
0.14224	0.12335	0.74389	0.12338
0.15095	0.12978	0.72994	0.1298
0.15969	0.13609	0.71614	0.13612
0.16845	0.14231	0.70249	0.14234
0.17724	0.14842	0.68898	0.14845
0.18606	0.15444	0.67562	0.15447
0.1949	0.16035	0.66239	0.16039
0.20377	0.16617	0.6493	0.16621
0.21268	0.1719	0.63634	0.17193
0.22162	0.17753	0.62352	0.17756
0.23059	0.18306	0.61083	0.1831
0.2396	0.18851	0.59826	0.18855
0.24864	0.19386	0.58583	0.1939
0.25772	0.19913	0.57351	0.19917
0.26684	0.2043	0.56132	0.20434
0.276	0.20939	0.54925	0.20943
0.2852	0.21439	0.5373	0.21443
0.29445	0.2193	0.52547	0.21935
0.30374	0.22412	0.51376	0.22417
0.31307	0.22887	0.50216	0.22892
0.32246	0.23352	0.49067	0.23358
0.33189	0.2381	0.4793	0.23815
0.34137	0.24259	0.46804	0.24265
0.35091	0.247	0.45688	0.24706
0.3605	0.25133	0.44583	0.25139
0.37014	0.25557	0.43489	0.25563
0.37985	0.25974	0.42406	0.2598
0.38961	0.26383	0.41333	0.26389
0.39943	0.26784	0.4027	0.2679
0.40932	0.27176	0.39218	0.27183
0.41927	0.27561	0.38175	0.27568
0.42929	0.27939	0.37142	0.27945
0.43937	0.28308	0.3612	0.28315
0.44953	0.2867	0.35106	0.28677
0.45977	0.29024	0.34103	0.29031
0.47008	0.2937	0.33109	0.29378
0.48046	0.29709	0.32125	0.29717
0.49093	0.3004	0.31149	0.30048
0.50148	0.30364	0.30184	0.30371
0.51212	0.3068	0.29227	0.30687
0.52285	0.30988	0.28279	0.30996
0.53366	0.31289	0.27341	0.31297
0.54458	0.31582	0.26411	0.3159
0.55559	0.31868	0.2549	0.31876
0.5667	0.32146	0.24579	0.32154
0.57791	0.32416	0.23676	0.32425
0.58923	0.32679	0.22781	0.32688
0.60066	0.32935	0.21896	0.32943
0.6122	0.33182	0.21019	0.33191
0.62386	0.33422	0.2015	0.33431
0.63564	0.33654	0.1929	0.33663
0.64755	0.33879	0.18439	0.33888
0.65958	0.34096	0.17597	0.34105
0.67174	0.34305	0.16763	0.34314
0.68405	0.34506	0.15937	0.34515
0.69649	0.34699	0.1512	0.34708
0.70908	0.34884	0.14311	0.34894
0.72182	0.35061	0.13511	0.35071
0.73471	0.3523	0.1272	0.3524
0.74776	0.35391	0.11937	0.35401
0.76098	0.35544	0.11163	0.35554
0.77437	0.35688	0.10397	0.35698
0.78794	0.35824	0.096406	0.35834
0.80168	0.35951	0.088925	0.35961
0.81562	0.3607	0.081532	0.3608
0.82974	0.3618	0.074228	0.3619
0.84407	0.36281	0.067013	0.36291
0.85861	0.36373	0.059887	0.36384
0.87336	0.36456	0.052853	0.36467
0.88833	0.3653	0.045911	0.36541
0.90353	0.36595	0.039061	0.36605
0.91897	0.3665	0.032305	0.3666
0.93465	0.36695	0.025644	0.36706
0.95059	0.3673	0.019078	0.36742
0.9668	0.36756	0.01261	0.36767
0.98328	0.36772	0.0062413	0.36783
1	0.36777	-2.7904e-05	0.36788
1.0171	0.36771	-0.0061955	0.36783
1.0345	0.36755	-0.01226	0.36767
1.0522	0.36728	-0.018219	0.3674
1.0702	0.3669	-0.024072	0.36701
1.0885	0.3664	-0.029817	0.36652
1.1073	0.36579	-0.035451	0.36591
1.1264	0.36506	-0.040972	0.36518
1.1459	0.36421	-0.046379	0.36433
1.1658	0.36323	-0.051668	0.36335
1.1861	0.36213	-0.056838	0.36225
1.2069	0.36089	-0.061886	0.36101
1.2282	0.35952	-0.066808	0.35964
1.2499	0.35801	-0.071603	0.35814
1.2722	0.35636	-0.076267	0.35649
1.295	0.35457	-0.080797	0.35469
1.3184	0.35263	-0.085189	0.35275
1.3425	0.35053	-0.08944	0.35065
1.3671	0.34827	-0.093546	0.34839
1.3925	0.34584	-0.097502	0.34597
1.4186	0.34325	-0.1013	0.34338
1.4469	0.34033	-0.10513	0.34046
1.476	0.33721	-0.10878	0.33734
1.5062	0.33387	-0.11223	0.334
1.5374	0.33032	-0.11549	0.33045
1.5697	0.32653	-0.11854	0.32666
1.6033	0.3225	-0.12138	0.32264
1.6382	0.31822	-0.12399	0.31836
1.6745	0.31367	-0.12637	0.31381
1.7124	0.30883	-0.12851	0.30897
1.7521	0.30369	-0.13039	0.30383
1.7937	0.29823	-0.132	0.29837
1.8375	0.29242	-0.13331	0.29256
1.8837	0.28623	-0.13431	0.28638
1.9326	0.27964	-0.13498	0.27979
1.9846	0.27261	-0.13528	0.27275
2.0401	0.26509	-0.13519	0.26524
2.0997	0.25705	-0.13467	0.2572
2.1639	0.24842	-0.13366	0.24858
2.2334	0.23918	-0.13213	0.23934
2.3088	0.2293	-0.13003	0.22946
2.3904	0.21878	-0.12731	0.21894
2.4784	0.20772	-0.12396	0.20788
2.5717	0.19633	-0.12004	0.19649
2.6688	0.18488	-0.11567	0.18504
2.7727	0.17311	-0.11075	0.17328
2.8767	0.16185	-0.10566	0.16202
2.98	0.1512	-0.10054	0.15136
3.0823	0.14117	-0.09546	0.14133
3.1838	0.13174	-0.090456	0.13189
3.2849	0.12285	-0.085554	0.123
3.3857	0.11447	-0.080768	0.11462
3.4868	0.10654	-0.076105	0.10669
3.5885	0.099037	-0.071568	0.099187
3.6911	0.091922	-0.067158	0.092072
3.7951	0.085169	-0.062878	0.085318
3.9007	0.078752	-0.058726	0.078903
4.0084	0.072651	-0.054704	0.072804
4.1185	0.066849	-0.050811	0.067005
4.2314	0.061329	-0.047047	0.061491
4.3476	0.05608	-0.043413	0.056248
4.4676	0.05109	-0.039909	0.051265
4.5919	0.046348	-0.036535	0.046534
4.721	0.041847	-0.033294	0.042045
4.8558	0.037578	-0.030185	0.037792
4.9971	0.033536	-0.027212	0.033769
5.1457	0.029714	-0.024376	0.029972
5.3028	0.026108	-0.02168	0.026395
5.4699	0.022713	-0.019128	0.023038
