10	0.10795	0.0902629
1010	0.0668142	0.00918072
2010	0.0469017	0.00589025
3010	0.0445962	0.0302645
4010	0.0368635	0.0425746
5010	0.0357256	0.0315041
6010	0.0392086	0.0266538
7010	0.0459039	0.0248687
8010	0.0184381	0.021361
9010	0.0281992	0.0216393
10010	0.128972	0.0256996
11010	0.0296794	0.0246158
12010	0.0259693	0.0216968
13010	0.0510063	0.00814095
14010	0.021556	0.0122474
15010	0.0258699	0.00109879
16010	0.020776	0.0191875
17010	0.0143784	0.0153576
18010	0.0305359	0.0171125
19010	0.0395812	0.0121106
20010	0.0230887	0.0130179
21010	0.0175381	0.0119188
22010	0.0570652	0.0157007
23010	0.0220902	0.0103129
24010	0.0137657	0.0135378
25010	0.0348977	0.0120766
26010	0.0136343	0.0117856
27010	0.0168536	0.0106289
28010	0.0266334	0.00968051
29010	0.0238328	0.00927652
30010	0.0121993	0.0111841
31010	0.0909053	0.0105192
32010	0.0182431	0.0105303
33010	0.0156246	0.00856418
34010	0.0186005	0.00869881
35010	0.0174304	0.00550601
36010	0.0495865	0.00777261
37010	0.022704	0.00634814
38010	0.0177604	0.00520411
39010	0.0138963	0.00627293
40010	0.0358522	0.00568752
41010	0.0193019	0.00606595
42010	0.0141088	0.00487954
43010	0.0159989	0.00508313
44010	0.0239422	0.00364152
45010	0.0669431	0.00402679
46010	0.0332551	0.00325597
47010	0.021753	0.00481236
48010	0.0182622	0.00592571
49010	0.0189585	0.00667085
50010	0.0186822	0.00637456
51010	0.0145862	0.00667117
52010	0.032966	0.00614685
53010	0.0160651	0.00610156
54010	0.0430907	0.00839359
55010	0.0131167	0.00853376
56010	0.0121862	0.0060532
57010	0.0124356	0.00625053
58010	0.0180885	0.00648751
59010	0.017564	0.00428202
60010	0.0158011	0.00411885
61010	0.0115361	0.00370414
62010	0.0755566	0.00405416
63010	0.0119854	0.00349217
64010	0.0487066	0.00445108
65010	0.0373345	0.00696759
66010	0.017289	0.00488542
67010	0.0126522	0.00354163
68010	0.0164776	0.00278334
69010	0.0167661	0.002416
70010	0.017812	0.0014185
71010	0.0135108	0.00194016
72010	0.0184818	0.00279251
73010	0.0452517	0.00246098
74010	0.011657	0.002714
75010	0.049089	0.00225636
76010	0.0124566	0.0021343
77010	0.0482196	0.0018105
78010	0.0123522	0.00304158
79010	0.0282301	0.0025142
80010	0.0424853	0.00273688
81010	0.0141965	0.0040215
82010	0.0161605	0.00363787
83010	0.0108486	0.00316625
84010	0.0126163	0.0035608
85010	0.0142413	0.00314533
86010	0.0124164	0.00288824
87010	0.0719807	0.00420104
88010	0.00903211	0.00353967
89010	0.0172153	0.003021
90010	0.0193821	0.00314881
91010	0.0172347	0.00306747
92010	0.0636722	0.00304506
93010	0.0215254	0.00257475
94010	0.0264115	0.0028323
95010	0.0126707	0.00231862
96010	0.0164472	0.00204796
97010	0.0101952	0.00199145
98010	0.0261826	0.000929687
99010	0.0260395	0.000195509
