0	5.1224e+06	11162	6.7464e+05	0
0.62832	5.121e+06	12235	6.7493e+05	0.58779
1.2566	5.1195e+06	13410	6.7525e+05	0.95106
1.885	5.1179e+06	14698	6.756e+05	0.95106
2.5133	5.1161e+06	16109	6.7599e+05	0.58779
3.1416	5.1141e+06	17655	6.7641e+05	1.2246e-16
3.7699	5.112e+06	19348	6.7688e+05	-0.58779
4.3982	5.1096e+06	21202	6.7739e+05	-0.95106
5.0265	5.107e+06	23233	6.7794e+05	-0.95106
5.6549	5.1042e+06	25456	6.7855e+05	-0.58779
6.2832	5.1011e+06	27891	6.7922e+05	-2.4493e-16
6.9115	5.0977e+06	30556	6.7996e+05	0.58779
7.5398	5.0939e+06	33473	6.8076e+05	0.95106
8.1681	5.0899e+06	36665	6.8164e+05	0.95106
8.7965	5.0854e+06	40158	6.826e+05	0.58779
9.4248	5.0805e+06	43979	6.8366e+05	3.6739e-16
10.053	5.0752e+06	48158	6.8481e+05	-0.58779
10.681	5.0694e+06	52727	6.8608e+05	-0.95106
11.31	5.063e+06	57722	6.8746e+05	-0.95106
11.938	5.056e+06	63181	6.8898e+05	-0.58779
12.566	5.0484e+06	69144	6.9064e+05	-4.8986e-16
13.195	5.0401e+06	75657	6.9246e+05	0.58779
13.823	5.031e+06	82766	6.9444e+05	0.95106
14.451	5.021e+06	90524	6.9662e+05	0.95106
15.08	5.0102e+06	98986	6.9899e+05	0.58779
15.708	4.9984e+06	1.0821e+05	7.0159e+05	6.1232e-16
16.336	4.9855e+06	1.1826e+05	7.0443e+05	-0.58779
16.965	4.9714e+06	1.2921e+05	7.0754e+05	-0.95106
17.56	4.957e+06	1.4047e+05	7.1074e+05	-0.9608
18.144	4.9416e+06	1.5242e+05	7.1416e+05	-0.64881
18.685	4.9262e+06	1.6435e+05	7.1758e+05	-0.16401
19.211	4.9102e+06	1.7681e+05	7.2117e+05	0.35406
19.725	4.8934e+06	1.898e+05	7.2493e+05	0.76751
20.198	4.877e+06	2.0258e+05	7.2864e+05	0.97542
20.659	4.8599e+06	2.1577e+05	7.3249e+05	0.97176
21.107	4.8423e+06	2.2936e+05	7.3648e+05	0.77355
21.543	4.8242e+06	2.4336e+05	7.406e+05	0.43294
21.969	4.8055e+06	2.5777e+05	7.4487e+05	0.021757
22.385	4.7863e+06	2.7259e+05	7.4928e+05	-0.38413
22.771	4.7676e+06	2.8702e+05	7.536e+05	-0.70338
23.148	4.7484e+06	3.0178e+05	7.5803e+05	-0.9157
23.517	4.7287e+06	3.1687e+05	7.626e+05	-0.999
23.878	4.7086e+06	3.3229e+05	7.6728e+05	-0.95032
24.233	4.688e+06	3.4804e+05	7.721e+05	-0.78346
24.58	4.667e+06	3.6413e+05	7.7704e+05	-0.52514
24.921	4.6455e+06	3.8054e+05	7.8212e+05	-0.21026
25.256	4.6236e+06	3.9729e+05	7.8733e+05	0.12301
25.586	4.6011e+06	4.1437e+05	7.9268e+05	0.43766
25.91	4.5782e+06	4.3179e+05	7.9817e+05	0.70151
26.23	4.5548e+06	4.4954e+05	8.0381e+05	0.88995
26.545	4.531e+06	4.6764e+05	8.0959e+05	0.98749
26.856	4.5066e+06	4.8607e+05	8.1552e+05	0.98836
27.163	4.4817e+06	5.0485e+05	8.216e+05	0.8961
27.467	4.4564e+06	5.2398e+05	8.2785e+05	0.72244
27.767	4.4305e+06	5.4346e+05	8.3426e+05	0.48563
28.064	4.4041e+06	5.6329e+05	8.4083e+05	0.20838
28.359	4.3771e+06	5.8349e+05	8.4758e+05	-0.08434
28.636	4.351e+06	6.0299e+05	8.5416e+05	-0.3537
28.911	4.3245e+06	6.2282e+05	8.6089e+05	-0.59429
29.184	4.2974e+06	6.4298e+05	8.678e+05	-0.78902
29.455	4.2698e+06	6.6348e+05	8.7488e+05	-0.9247
29.724	4.2417e+06	6.8431e+05	8.8214e+05	-0.99268
29.992	4.2131e+06	7.055e+05	8.8959e+05	-0.98921
30.259	4.1839e+06	7.2704e+05	8.9724e+05	-0.91552
30.525	4.1541e+06	7.4895e+05	9.0509e+05	-0.77755
30.791	4.1238e+06	7.7124e+05	9.1316e+05	-0.58541
31.055	4.0928e+06	7.9392e+05	9.2145e+05	-0.35272
31.32	4.0612e+06	8.17e+05	9.2998e+05	-0.095632
31.585	4.0289e+06	8.4049e+05	9.3875e+05	0.16815
31.85	3.996e+06	8.6442e+05	9.4779e+05	0.42049
32.116	3.9623e+06	8.8879e+05	9.571e+05	0.64389
