         0	  0.984674	         1
     0.125	  0.981881	  0.992198
      0.25	  0.963152	  0.968912
     0.375	  0.928798	  0.930508
       0.5	  0.879384	  0.877583
     0.625	  0.815714	  0.810963
      0.75	   0.73882	  0.731689
     0.875	  0.649945	  0.640997
         1	  0.550523	  0.540302
     1.125	  0.442153	  0.431177
      1.25	  0.326578	  0.315322
     1.375	  0.205656	  0.194548
       1.5	 0.0813257	 0.0707372
     1.625	-0.0444197	-0.0541771
      1.75	 -0.169566	 -0.178246
     1.875	  -0.29211	 -0.299534
         2	 -0.410092	 -0.416147
     2.125	 -0.521627	 -0.526266
      2.25	 -0.624932	 -0.628174
     2.375	 -0.718359	 -0.720278
       2.5	 -0.800416	 -0.801144
     2.625	 -0.869795	 -0.869507
      2.75	 -0.925391	 -0.924302
     2.875	 -0.966316	 -0.964674
         3	 -0.991918	 -0.989992
     3.125	  -1.00179	 -0.999862
      3.25	 -0.995773	  -0.99413
     3.375	  -0.97396	 -0.972884
       3.5	 -0.936697	 -0.936457
     3.625	 -0.884573	 -0.885416
      3.75	 -0.818413	 -0.820559
     3.875	 -0.739262	 -0.742898
         4	 -0.648373	 -0.653644
     4.125	 -0.547182	  -0.55419
      4.25	 -0.437286	 -0.446087
     4.375	 -0.320422	 -0.331024
       4.5	 -0.198431	 -0.210796
     4.625	-0.0732374	-0.0872778
      4.75	 0.0531875	 0.0376022
     4.875	  0.178854	  0.161895
         5	  0.301786	  0.283662
     5.125	  0.420053	  0.401003
      5.25	  0.531799	  0.512085
     5.375	  0.635274	  0.615177
       5.5	  0.728858	   0.70867
     5.625	  0.811092	  0.791104
      5.75	  0.880693	  0.861192
     5.875	   0.93658	  0.917843
         6	  0.977892	   0.96017
     6.125	   1.00399	  0.987515
      6.25	   1.01449	  0.999449
     6.375	   1.00924	  0.995788
       6.5	  0.988329	  0.976588
     6.625	  0.952115	  0.942148
      6.75	   0.90118	  0.893006
     6.875	  0.836337	   0.82993
         7	  0.758618	  0.753902
     7.125	  0.669256	   0.66611
      7.25	  0.569662	  0.567924
     7.375	  0.461406	  0.460876
       7.5	   0.34619	  0.346635
     7.625	  0.225822	  0.226986
      7.75	  0.102188	  0.103794
     7.875	-0.0227806	-0.0210168
         8	 -0.147135	   -0.1455
     8.125	 -0.268942	 -0.267713
      8.25	  -0.38631	 -0.385748
     8.375	 -0.497423	 -0.497764
       8.5	 -0.600569	 -0.602012
     8.625	 -0.694163	 -0.696866
      8.75	 -0.776776	 -0.780846
     8.875	 -0.847152	 -0.852641
         9	 -0.904232	  -0.91113
     9.125	  -0.94717	 -0.955402
      9.25	  -0.97534	 -0.984765
     9.375	 -0.988352	 -0.998761
       9.5	 -0.986055	 -0.997172
     9.625	 -0.968538	 -0.980022
      9.75	 -0.936126	  -0.94758
     9.875	 -0.889381	 -0.900351
        10	 -0.829083	 -0.839072
    10.125	 -0.756225	 -0.764699
     10.25	 -0.671993	 -0.678394
    10.375	 -0.577746	 -0.581502
      10.5	 -0.474999	 -0.475537
    10.625	 -0.365389	 -0.362151
     10.75	  -0.25066	 -0.243113
    10.875	 -0.132628	 -0.120282
        11	 -0.013152	 0.0044257
